1.0.1	pṛthvī [17: jsjsylg]
7.4.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.79	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.81	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.4.82	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.84	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.4.85	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
7.4.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.87	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.4.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.89	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.91	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.93	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.94	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.4.95	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
7.4.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.99	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.102	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.4.103	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.104	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.4.105	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.4.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.108	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.4.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.110	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.4.111	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.112	anuṣṭubh (1,2: na-vipulā, 3,4: bha-vipulā)
7.4.113	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.114	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.115	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.116	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
7.4.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.118	anuṣṭubh (1,2: ma-vipulā, 3,4: na-vipulā)
7.4.119	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.120	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.122	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.123	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.4.124	anuṣṭubh (1,2: na-vipulā, 3,4: ma-vipulā)
7.4.125	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.126	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.127	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.128	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.4.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.130	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.131	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.132	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.4.133	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.4.134	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.4.135	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.136	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.137	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.138	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.4.139	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.140	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.141	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.142	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.143	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.144	upagīti (12, 15, 12, 15)
7.4.145	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.146	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.147	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.148	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.149	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.4.150	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.151	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.4.152	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.153	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.4.154	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.155	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.4.156	āryā (12, 18, 12, 15)
7.4.157	āryā (12, 18, 12, 15)
7.4.158	vaṃśastha [12: jtjr]
7.4.159	rathoddhatā [11: rnrlg]
7.4.160	aupacchandasika = [11: ssjgg] 1,3 + [12: sBry] 2,4
7.4.161	vasantatilakā [14: tBjjgg]
7.5.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.2	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.3	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.4	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.5	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.7	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.8	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.10	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.12	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.14	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.16	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.17	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.18	anuṣṭubh (1,2: na-vipulā, 3,4: ma-vipulā)
7.5.19	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.22	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.23	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
7.5.24	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.25	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.26	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.31	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.35	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.36	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.38	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.39	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.40	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.41	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.42	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.53	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.55	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.57	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.61	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.62	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.63	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.64	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.65	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.66	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.67	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.68	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.70	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.72	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.73	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.74	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.75	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.79	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.80	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.81	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.82	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.83	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
7.5.84	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.87	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.89	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.91	anuṣṭubh (1,2: ma-vipulā, 3,4: ma-vipulā)
7.5.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.93	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.94	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.95	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.99	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.100	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.101	anuṣṭubh (1,2: ma-vipulā, 3,4: bha-vipulā)
7.5.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.103	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.105	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.108	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.110	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.111	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.112	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.113	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.114	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.115	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.116	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.118	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.119	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.120	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.122	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.123	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.124	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.125	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.126	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.127	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.129	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.130	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.131	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.132	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.134	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.135	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.136	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.137	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.138	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.139	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.140	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.141	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.142	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.143	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.144	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.145	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.146	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.147	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.148	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.149	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.150	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.151	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.152	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.153	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.154	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.155	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.156	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.157	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.158	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.159	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.160	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.161	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.162	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.163	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.164	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.165	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.166	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
7.5.167	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.168	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.169	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.170	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.171	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.172	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.173	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.174	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.175	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.176	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.177	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.178	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.179	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.180	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.181	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.182	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.183	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.184	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.185	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.186	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.187	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.188	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.189	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.190	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.191	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.192	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.193	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.194	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
7.5.195	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.196	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.197	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.198	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.199	anuṣṭubh (1,2: pathyā, 3,4: ra-vipulā)
7.5.200	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.201	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.202	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.203	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
7.5.204	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.205	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.206	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.207	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.208	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.209	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.210	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.211	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
7.5.212	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.213	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.214	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.215	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.5.216	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.217	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.5.218	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.219	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.220	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.5.221	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.222	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.223	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.224	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.225	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.226	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.227	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.228	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.229	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.230	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.231	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.5.232	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.5.233	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.234	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.235	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.236	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.237	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.238	anuṣṭubh (1,2: ra-vipulā, 3,4: pathyā)
7.5.239	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.240	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.241	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.242	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.243	anuṣṭubh (1,2: ra-vipulā, 3,4: na-vipulā)
7.5.244	anuṣṭubh (1,2: ra-vipulā, 3,4: pathyā)
7.5.245	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.5.246	āryā (12, 18, 12, 15)
7.5.247	vasantatilakā [14: tBjjgg]
7.6.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.2	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.6.3	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.6.4	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.6.5	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.6	anuṣṭubh (1,2: na-vipulā, 3,4: ma-vipulā)
7.6.7	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.8	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.10	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.14	anuṣṭubh (1,2: ra-vipulā, 3,4: pathyā)
7.6.15	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.6.16	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.6.17	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.18	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
7.6.19	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.22	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.24	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.6.25	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.26	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.6.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.29	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.6.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.31	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
7.6.32	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.6.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.35	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.6.36	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
7.6.37	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.6.38	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
7.6.39	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
7.6.40	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.41	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.42	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.6.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.44	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.6.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.47	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.6.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.49	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
7.6.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.51	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.6.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.53	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
7.6.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.55	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.58	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
7.6.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
7.6.61	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
